MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.4706,23,5.555555556,0.942857143,1012,3.212698413,38.89,-121.3,0.993
2.3963,16,5.253138075,1.15376569,2087,2.183054393,39.16,-121.65,1.148
2.0147,16,4.598997494,1.077694236,599,1.501253133,33.18,-117.31,0.877
2.875,42,4.284263959,1.060913706,2038,3.448392555,33.95,-118.36,1.775
3.5486,35,5.041388518,0.978638184,1583,2.113484646,34.01,-118.35,3.321
3.2917,34,6.597444089,1.095846645,1041,3.325878594,36.55,-119.53,1.115
1.89,49,5.22147651,1.185682327,1334,2.984340045,34.03,-118.35,1.24
2.8056,32,3.512019231,1.014423077,1494,3.591346154,36.91,-121.75,1.732
1.625,26,4,1,35,3.888888889,34.02,-118.2,1.75
2.6322,10,4.991614256,0.951781971,1323,2.773584906,33.73,-117.16,1.407
0.536,26,6,1,5,1.666666667,33.62,-114.62,2.75
2.5872,15,5.041450777,1.022452504,1130,1.95164076,33.23,-117.33,1.556
4.2891,48,4.448979592,0.972789116,835,2.840136054,34.13,-118.23,2.148
2.1903,34,2.615835777,0.93255132,1443,4.231671554,33.94,-118.21,1.625
3.7708,34,5.336419753,1,1341,4.138888889,34.05,-117.94,1.635
5.208,46,6.094801223,1.235474006,850,2.599388379,37.11,-122.11,2.068
3.9954,52,4.655263158,1.089473684,1032,2.715789474,37.77,-122.5,3.247
1.808,18,4.190305206,1.028725314,962,1.727109515,33.22,-117.23,0.97
4.9744,16,6.303571429,1.032142857,743,2.653571429,32.82,-117.03,2.097
4.8382,45,5.494444444,0.966666667,504,2.8,37.51,-122.25,2.894
6.0774,29,7.870967742,1.016129032,161,2.596774194,38.43,-122.68,3.344
4.1482,7,5.674956622,1.106998265,5595,3.235974552,33.92,-117.25,1.246
3.2135,4,5.764026403,1.004125413,2801,2.311056106,34.91,-120.42,2.127
1.5203,27,4.653110048,1.066985646,859,2.055023923,34.03,-117.06,1.262
4.0121,19,4.951596292,1.059732235,2422,2.494335736,33.71,-118,2.797
4.5625,20,6.202197802,1.052747253,1372,3.015384615,36.78,-119.53,1.369
6.918,32,6.877192982,0.98245614,262,2.298245614,36.59,-121.89,5.00001
2.3611,31,6.151079137,1.561151079,280,2.014388489,38.46,-123.07,1.125
2.8056,35,5.262295082,1.163934426,157,2.573770492,33.93,-116.61,0.681
3.1838,20,3.783464567,1.094488189,525,2.066929134,32.79,-117.24,2.458
1.8857,31,4.655172414,1.051724138,1154,3.316091954,36.08,-119.01,0.555
3.6875,18,5.1,1.231404959,2164,1.788429752,34.17,-119.23,5.00001
5.2954,52,5.804560261,1.003257329,735,2.394136808,34.04,-118.43,4.851
2.1583,39,4.720512821,1.097435897,1368,3.507692308,37.95,-121.26,0.62
4.3317,43,4.729903537,0.967845659,767,2.466237942,33.79,-118.12,2.324
4.5391,14,6.016688062,1.017971759,2436,3.127086008,33.37,-117.24,1.809
2.7639,9,8.75862069,1.724137931,66,2.275862069,39.04,-122.69,1.125
2.7413,13,5.571741512,1.074479737,2284,2.501642935,37.27,-119.67,1.231
1.8288,20,4.277777778,1.152777778,667,2.315972222,38.56,-121.36,0.325
2.8966,29,5.234285714,1.072380952,1619,3.083809524,38.58,-121.3,0.924
2.9292,33,4.066666667,1.114893617,1774,2.516312057,33.89,-118.14,1.834
1.6722,35,5.300632911,1.180379747,1131,3.579113924,36.56,-119.25,0.591
2.0411,24,4.186346863,1.077490775,1239,2.28597786,38,-121.85,1
6.3522,17,7.430340557,1.089783282,1067,3.303405573,34.18,-118.92,2.593
4.192,25,4.886756238,1.046065259,1543,2.961612284,33.79,-117.87,2.199
5.4243,25,6.39084507,0.98943662,960,3.38028169,34.25,-118.74,2.147
5.4284,4,5.067226891,1.074229692,1326,1.857142857,33.65,-117.86,5.00001
8.0257,48,7.781045752,1.12745098,859,2.807189542,34.04,-118.49,5.00001
2.5238,49,4.192023634,1.106351551,1487,2.196454948,37.8,-122.24,1.693
1.7038,28,4.598774885,1.070444104,1530,2.343032159,41.73,-124.22,0.783
5.3428,23,6.373737374,1.067821068,1865,2.691197691,33.7,-117.96,2.793
4.0238,19,6.498630137,1.079452055,1142,3.128767123,37.02,-121.51,3.746
2.4821,30,6.477987421,1.012578616,448,2.817610063,39.52,-121.53,0.738
5.2375,6,7.450549451,1.142857143,318,3.494505495,38,-122.26,2.464
3.5441,14,5.98053528,1.053527981,1352,3.289537713,35.37,-118.87,0.87
3.5444,12,4.78685446,1.027230047,2029,1.905164319,38.68,-121.29,1.325
1.06,31,3.579268293,1.097560976,1161,3.539634146,34.54,-117.3,0.565
2.639,39,4.034416826,1.008604207,2720,2.600382409,37.63,-122.41,2.425
5.6427,26,7.020560748,1.03364486,1408,2.631775701,37.28,-121.9,3.2
3.125,19,4.2,1.062162162,1427,3.856756757,34.07,-118.07,2.071
5.5284,37,5.463601533,0.992337165,689,2.639846743,34,-118.41,3.31
2.8625,21,4.958695652,1.210869565,1510,3.282608696,33.82,-117.99,1.896
2.888,50,5.105812221,1.146050671,2261,3.369597615,37.73,-122.42,2.464
4.2386,27,4.915851272,0.990215264,1861,3.641878669,33.76,-117.94,1.842
6.2552,20,7.731376975,1.011286682,1489,3.361173815,32.78,-116.95,2.964
6.706,49,6.802020202,1.056565657,1317,2.660606061,34.11,-118.1,3.514
5.4527,33,6.426108374,1.061576355,1208,2.975369458,34.21,-118.61,2.271
4.4042,9,5.416452442,1.05655527,1138,2.925449871,34.02,-117.65,1.591
6.1388,30,5.930269414,1.003169572,1721,2.727416799,37.33,-121.98,3.024
5.0871,7,6.401388889,1.029166667,1660,2.305555556,36.81,-121.36,2.905
5.065,27,5.766871166,1.023517382,3538,3.617586912,34.04,-118.02,2.154
1.6833,27,6.756521739,1.608695652,318,2.765217391,40.98,-120.38,0.4
2.3125,38,4.45,0.95,196,3.266666667,39.12,-123.19,0.7
4.6978,24,5.663313213,1.000670691,4446,2.981891348,37.56,-122.03,2.403
3.2636,22,4.625,1.055434783,2901,3.15326087,33.78,-117.98,1.802
8.7471,20,7.683087028,1,1945,3.193760263,34.25,-118.57,4.199
3.1324,19,29.24864865,5.632432432,441,2.383783784,34.24,-116.86,1.32
2.8542,34,3.858778626,1.045801527,1164,4.442748092,34.04,-118.19,1.469
2.879,52,3.737864078,1.102912621,867,1.683495146,37.77,-122.42,4.5
1.5427,49,4.298969072,1.058910162,1956,2.880706922,37.3,-120.48,0.885
8.4262,14,8.288235294,1.025,2281,3.354411765,37.21,-121.89,4.592
3.7167,52,4.94,1.12,768,2.56,34.06,-118.34,3.273
4.3814,16,6.286415712,1.014729951,1799,2.944353519,36.79,-121.74,2.453
6.6539,22,6.412121212,0.945454545,2408,3.648484848,33.73,-117.98,2.849
7.8005,7,19.65625,3.441964286,858,1.915178571,33.69,-116.37,3.181
2.1187,37,4.668269231,1.192307692,647,3.110576923,37.72,-122.4,2.393
3.15,49,5.83,1.046666667,705,2.35,36.77,-119.81,0.722
2.817,19,6.108695652,1.160326087,1207,3.279891304,33.72,-117.29,1.1
6.4441,26,6.017057569,1.008528785,1258,2.682302772,33.69,-117.93,2.61
0.536,33,4.928571429,2,47,3.357142857,37.44,-121.31,1.125
7.6229,35,7.225146199,1.020467836,881,2.576023392,37.39,-122.1,5.00001
5.1041,9,6.013671875,1.013671875,1562,3.05078125,37.98,-121.7,1.729
5.2801,34,5.510526316,1,1207,3.176315789,34.25,-118.45,2.123
3.375,26,5.369491525,1,846,2.86779661,38.33,-122.7,1.563
4.3782,23,5.204761905,1.026984127,2582,4.098412698,37.33,-121.82,1.758
2.0714,19,4.414201183,1.130177515,1190,2.347140039,33.75,-116.95,0.858
4.675,35,6.235294118,1.025210084,664,2.789915966,37.24,-121.94,2.453
4.625,32,6.324324324,1.074324324,749,2.530405405,34.43,-119.64,5.00001
0.536,36,12.25,3.5,18,2.25,40.31,-123.17,0.14999
2.9861,34,3.683417085,1.020100503,2488,4.167504188,34.2,-118.37,1.718
3.2121,37,4.617210682,1.06231454,1304,1.934718101,32.69,-117.18,3.208
2.9357,52,4.327669903,0.958737864,1659,4.026699029,37.79,-122.23,1.079
3.8571,36,5.446043165,0.928057554,665,2.392086331,32.79,-117.19,2.351
3.2852,39,4.909930716,1.002309469,1103,2.547344111,33.97,-118.03,1.962
3.5114,52,4.411347518,1.078014184,444,1.574468085,34.08,-118.39,4.308
4.43,25,5.344660194,0.946601942,1415,3.434466019,34.15,-119.14,2.077
5.8703,5,6.535603715,1.102167183,2024,3.133126935,34.36,-118.52,5.00001
3.3438,36,4.550684932,1.082191781,690,1.890410959,34.06,-118.37,5.00001
3.625,37,5.325892857,0.915178571,488,2.178571429,34.03,-118.44,3.576
3.8929,19,4.974293059,1.025706941,1126,2.894601542,34.1,-117.81,1.446
1.9766,34,3.427777778,1.05,810,4.5,33.93,-118.35,1.625
3.6937,33,6.563318777,1.231441048,652,2.847161572,38.64,-121.39,0.993
3.6654,35,5.182352941,0.935294118,605,3.558823529,33.91,-118.32,1.845
2.8603,17,6.427561837,1.374558304,736,2.600706714,39.15,-120.87,1.289
2.7201,52,4.939338235,1.102941176,1716,3.154411765,34.17,-118.14,2.057
2.415,16,4.92327044,1.030188679,1524,1.916981132,34.71,-118.1,1.375
4.3333,15,11.0245614,2.168421053,725,2.543859649,38.76,-120.02,1.214
2.9554,17,4.643020595,0.924485126,1190,2.723112128,34.08,-117.37,1.15
3.434,17,5.352941176,1.048559021,6990,2.759573628,32.78,-116.94,1.932
0.8926,10,6,1.100840336,381,3.201680672,34.14,-117.46,1.161
2.275,28,4.218553459,1.113207547,2047,3.218553459,34.02,-117.34,0.854
4.2155,8,8.315391879,1.322946176,3159,2.983002833,32.65,-117.04,2.478
2.9485,29,5.372180451,1.007518797,672,2.526315789,40.92,-124,0.988
3.6111,48,7.297297297,1.486486486,234,3.162162162,38.94,-121.76,0.675
5.2446,28,5.614060258,0.99856528,2264,3.2482066,34.04,-118.11,2.58
2.6094,19,14.74043716,3.333333333,981,2.680327869,34.26,-116.85,0.924
4.1301,52,5.696230599,1.073170732,1030,2.283813747,33.83,-118.18,2.684
2.6711,24,5.383419689,0.984455959,643,3.331606218,36.43,-119.1,0.713
2.6307,36,4.803571429,1.263392857,773,3.450892857,34.13,-117.31,0.664
3.0827,29,4.791505792,1.019305019,2773,2.676640927,36.7,-121.65,1.481
3.1719,38,4.620689655,0.988505747,311,3.574712644,36.48,-119.45,1.063
3.6321,40,4.865874363,1.0475382,1305,2.215619694,37.91,-122.3,2.091
1.8061,5,3.002762431,0.933701657,623,1.720994475,36.83,-119.71,1.134
8.4614,18,5.55862069,0.967241379,1310,2.25862069,33.53,-117.76,3.919
2.6803,52,4.278688525,0.99795082,1082,2.217213115,37.76,-122.42,4.9
3.1574,6,5.631034483,1.04137931,1769,3.05,36.32,-119.34,0.892
6.4313,17,6.548198637,1.023369036,3439,3.348588121,37.08,-121.56,3.931
2.0469,15,4.826666667,1.176,1157,3.085333333,39.08,-121.53,0.551
4.5074,36,5.391684902,1.032822757,1111,2.43107221,33.74,-118.31,3.5
4.267,35,5.531598513,0.962825279,1424,2.646840149,37.68,-122.14,2.103
4.2578,36,5.258823529,1.117647059,2886,33.95294118,33.94,-117.63,1.833
1.9954,30,4.751141553,1.04109589,1005,2.294520548,38.24,-122.04,0.929
3.9531,17,4.411526795,1.052578362,1640,1.658240647,37.89,-122.52,4.176
4.5333,34,7.113564669,1.268138801,857,2.703470032,34.1,-118.75,3.773
6.2047,16,6.55625,0.9625,467,2.91875,32.83,-117.1,2.481
4.9615,52,5.989847716,1.096446701,467,2.370558376,37.98,-122.58,2.922
1.1687,48,3.292307692,0.984615385,1586,3.485714286,34.11,-117.29,0.708
4.355,19,5.00989011,1.148351648,1949,2.141758242,33.66,-118.01,4.292
2.8214,52,4.794797688,1.060693642,788,2.277456647,37.86,-122.28,1.643
3.6827,44,4.351464435,1.023012552,1781,3.725941423,37.71,-122.42,2.153
3.809,7,5.840938722,1.011734029,2271,2.960886571,39.16,-121.62,1.107
4,52,5.142857143,0.980769231,984,2.703296703,34.16,-118.13,2.504
3.2667,17,6.22533137,1.073637703,1809,2.664212077,37.82,-120.79,2.695
4.9821,21,4.487567568,1.100540541,2054,2.220540541,33.87,-118.38,2.929
1.8911,52,4.151761518,1.105691057,782,2.119241192,38.56,-121.47,0.859
1.0349,19,4.563106796,1.225242718,1291,2.506796117,34.96,-120.43,1.308
3.235,18,5.770259638,1.047993706,3339,2.627065303,38.7,-121.3,1.247
2.8472,35,4.399361022,1.118210863,792,2.530351438,32.83,-117.2,1.614
2.3224,18,3.711237553,1.025604552,2221,3.159317212,34.06,-118.11,1.923
5.8096,20,8.16588785,1.049065421,1629,3.806074766,34.27,-118.75,2.644
2.525,26,3.316037736,0.952830189,757,3.570754717,33.87,-118.2,1.555
3.7804,27,5.772466539,0.95793499,1580,3.021032505,34.69,-118.12,1.135
2.875,18,4.79656539,1.250990753,2357,3.113606341,37.26,-121.8,1.844
5.5083,52,6.659090909,1.196969697,607,2.299242424,37.98,-122.54,3.719
1.4934,26,5.157303371,1.082397004,761,2.850187266,39.08,-121.56,0.483
4.81,42,4.979498861,0.963553531,1145,2.608200456,34.26,-118.3,1.919
3.2583,32,5.22622108,1.01285347,989,2.542416452,32.84,-117.2,1.814
6.323,19,6.813953488,0.995348837,1481,3.444186047,33.51,-117.68,4.808
1.5633,41,4.590189873,1.090189873,1426,2.256329114,39.74,-121.85,0.845
4.7391,35,5.949191686,1.023094688,1273,2.939953811,37.69,-122.49,2.728
2.6951,44,3.908961593,1.017069701,2962,4.213371266,33.97,-118.23,1.693
2.6875,13,6.154241645,1.177377892,1177,3.025706941,36.3,-119.34,0.744
4.0329,16,5.8275,1.125,1074,2.685,38.34,-121.97,1.268
5.0056,30,3,0.875,74,4.625,34.17,-118.3,1.625
3.293,31,4.788679245,1.041509434,1581,1.988679245,37.98,-122.55,3.375
6.9615,13,8.347107438,1.137741047,1027,2.829201102,36.57,-121.81,5.00001
3.3661,45,4.897905759,0.971204188,1315,3.442408377,33.94,-118.19,1.608
6.2059,22,7.81300813,1.091463415,1665,3.384146341,34.28,-118.75,2.399
5.9507,11,6.18587228,1.022475919,8721,3.111309311,34.43,-118.37,2.252
4.9079,23,5.707509881,1.027667984,792,3.130434783,33.63,-117.69,2.738
3.5,42,4.911057692,0.908653846,869,2.088942308,34.02,-118.33,1.811
3.235,12,6.094650206,1.090534979,757,3.115226337,33.64,-117.19,2.107
0.4999,52,3.875,0.5625,44,2.75,34.06,-117.75,1.125
4.8889,5,6.158762887,0.942268041,1821,3.754639175,34.11,-117.39,1.389
5.5198,14,6.559751037,1.031120332,7363,3.055186722,34.14,-117.61,2.456
2.2368,38,4.444444444,1.193650794,1139,3.615873016,34.03,-118.36,1.2
2.5417,30,5.086021505,1.172043011,242,2.602150538,38.01,-120.37,1.232
6.8089,5,7.191666667,0.975,1109,3.080555556,33.88,-117.44,3.341
6.3131,17,5.293948127,1.187319885,1364,1.965417867,37.33,-122.05,4.364
2.2679,39,3.240963855,1.018072289,1242,3.740963855,34.08,-117.96,1.518
2.4,40,3.724358974,1.006410256,298,1.91025641,32.76,-117.2,2.55
1.8958,35,5.2406639,1.087136929,950,3.941908714,32.81,-115.38,0.675
4.0556,37,8.833333333,1.5,27,2.25,34.01,-117.09,1.313
5.8838,24,6.623931624,1.065527066,2374,3.381766382,34.24,-119.02,2.326
3.129,48,4.144736842,1.064327485,1674,2.447368421,37.78,-122.48,3.75
5.6336,40,5.895683453,1.26618705,498,1.791366906,33.6,-117.89,5.00001
2.1135,46,5.622920518,1.103512015,1206,2.229205176,40.79,-124.16,0.906
2.5978,52,2.649122807,0.98245614,392,3.438596491,34.42,-119.69,2.583
3.5402,24,4.747311828,0.913978495,1028,2.76344086,38.48,-121.45,0.987
4.0217,46,4.817610063,0.958071279,1429,2.995807128,37.75,-122.5,2.724
4.0039,30,5.180602007,1.086956522,885,2.959866221,33.84,-118,1.951
3.6111,22,5.617866005,0.967741935,1056,2.620347395,39.14,-121.67,1.123
2.5363,25,4.632016632,1.11018711,1130,2.349272349,38.59,-121.4,1.246
3.665,52,4.088235294,0.852941176,523,3.076470588,34.07,-118.14,2.204
3.1987,21,7.08,1.345,779,3.895,37,-121.76,2.798
6.0076,19,6.166031988,1.003808073,3853,2.934501142,33.91,-117.97,2.695
2.395,35,6.703333333,1.163333333,970,3.233333333,36.25,-119.69,0.941
3.0568,19,4.267898383,0.988452656,1130,2.609699769,38.47,-122.67,1.903
2.3851,25,5.001733102,1.010398614,2327,4.032928943,33.92,-117.39,1.137
3.5625,17,4.776523702,1.069977427,662,1.494356659,33.61,-117.74,1.808
5.3292,34,5.540322581,0.967741935,906,3.653225806,33.92,-118.29,1.555
3.125,34,5.084821429,1.0625,1728,3.857142857,34.08,-117.95,1.541
3.2793,37,4.526011561,1.083815029,1223,3.534682081,37.35,-121.87,1.745
1.1301,14,4.278409091,1.079545455,1096,3.113636364,37.06,-120.84,0.785
5.5085,16,5.46192053,1.009933775,1967,3.256622517,33.63,-117.66,2.233
5.979,19,6.860557769,1.022576361,2374,3.152722444,33.91,-118,2.852
4.9148,16,5.47020934,1.104669887,1924,3.098228663,33.71,-117.87,1.555
1.8654,38,4.990074442,1.111662531,1190,2.952853598,34.14,-117.31,0.894
2.675,37,3.404833837,0.987915408,492,1.486404834,33.77,-118.17,2.417
7.2211,23,7.557077626,1.01826484,706,3.223744292,37.68,-121.92,2.919
7.3644,16,7.02513465,1.014362657,1752,3.145421903,37.54,-122.27,4.197
2.683,24,5.287037037,1.012345679,1258,3.882716049,37.86,-121.06,1.694
1.6146,39,5.056034483,1.159482759,702,3.025862069,36.07,-119.02,0.531
2.0278,31,2.846928499,1.09164149,3107,3.128902316,34.06,-118.31,3.6
2.6635,18,3.153846154,1.153846154,812,3.674208145,33.75,-117.87,1.625
8.0287,11,8.007211538,0.985576923,1460,3.509615385,33.92,-117.85,3.718
3.7328,38,4.535014006,1.06162465,886,2.481792717,33.99,-118.05,1.824
2,32,3.741333333,1.064,1506,4.016,33.98,-118.2,1.727
7.2574,52,8.288135593,1.073446328,496,2.802259887,37.85,-122.24,3.521
5.4791,35,5.595375723,0.99132948,1008,2.913294798,33.86,-118.34,2.859
2.3269,34,4.494623656,0.974910394,1056,3.784946237,36.73,-119.74,0.508
2.8021,33,4.794561934,1.129909366,1159,3.501510574,33.84,-117.89,1.951
5.1824,32,5.641148325,1.196172249,369,1.765550239,33.72,-118.07,5.00001
3.6563,31,5.172839506,1.054320988,829,2.04691358,37.3,-121.91,3.447
8.3252,41,6.984126984,1.023809524,322,2.555555556,37.88,-122.23,4.526
6.4468,43,5.948198198,0.925675676,1011,2.277027027,33.83,-118.19,4.442
7.9367,23,9.176811594,1.191304348,1092,3.165217391,33.62,-117.86,5.00001
4.835,28,5.941908714,1.026970954,1364,2.829875519,34.44,-119.78,3.534
3.3006,17,3.926091825,1.110862262,2104,2.356103024,33.83,-117.98,1.858
6.9584,16,6.310714286,0.957142857,1061,3.789285714,37.4,-121.87,3.516
3.0375,26,6.147909968,1.090032154,1002,3.221864952,36.37,-119.55,1.263
4.9022,35,5.482332155,0.948763251,1614,2.851590106,37.99,-122.03,1.693
3.7562,48,5.850490196,1.039215686,1041,2.551470588,37.75,-122.49,3.212
2.3079,12,5.672727273,1.059090909,1532,2.321212121,39.83,-121.6,0.953
4.3571,20,6.212765957,1.063829787,1679,2.747954173,37.96,-122.1,2.282
5.4631,35,6.589403974,1.046357616,1614,3.562913907,33.8,-117.97,2.256
2.6716,34,3.958847737,1.019547325,2814,2.895061728,34.08,-118.13,2.271
5.048,26,5,1,11,3.666666667,37.6,-122.37,3.5
2.4896,39,5.117647059,1.137254902,161,1.578431373,37.66,-121.87,2.385
4.5987,37,3.590184049,1.072392638,1363,1.672392638,37.45,-122.16,3.56
15.0001,52,8.483018868,0.962264151,813,3.067924528,34.07,-118.33,5.00001
2.334,30,5.365217391,1.060869565,1688,2.935652174,39.51,-121.52,0.722
3.9271,43,5.296187683,0.994134897,764,2.240469208,38.58,-121.44,1.471
3.5903,35,3.676767677,1.016835017,962,3.239057239,33.91,-118.33,1.833
2.9219,38,4.205882353,0.995098039,1250,6.12745098,34.27,-118.41,1.379
2.9191,19,4.457386364,0.997159091,1035,2.940340909,33.19,-117.24,1.594
2.6058,40,3.885714286,0.914285714,785,4.485714286,37.39,-120.71,0.727
3.1205,16,3.728476821,1.101545254,1260,2.781456954,33.87,-117.99,1.74
1.7104,33,4.209169054,1.06017192,1318,3.776504298,37.61,-121.02,0.59
3.5242,33,5.125641026,0.943589744,1061,2.720512821,37.75,-121.42,1.214
3.9674,52,4.542253521,1.074647887,1559,2.195774648,34.09,-118.27,2.688
2.462,19,4.548969072,1.015463918,868,2.237113402,38.39,-122.83,2.603
1.7417,46,5.286885246,1.073770492,410,3.360655738,38.85,-121.67,1.104
2.125,18,4.5,1.018518519,115,2.12962963,39.23,-123.18,1.75
5.0639,4,6.467486819,0.982425308,1678,2.949033392,34.88,-120.41,2.017
2.1311,36,3.166184971,1.067919075,2931,4.235549133,33.78,-118.26,1.631
2.1136,23,4.1625,0.8875,580,3.625,32.8,-115.55,0.61
10.0757,16,6.147826087,0.830434783,635,2.760869565,33.66,-117.81,3.839
3.1392,8,2.815656566,1.04040404,1472,3.717171717,33.8,-118.3,1.462
3.7201,18,4.602453988,1.077300613,2281,2.798773006,33.81,-117.98,1.831
2.6618,22,4.210131332,1.07879925,1543,2.894934334,33.77,-117.97,1.796
2.5,15,4.581967213,1.105532787,1837,1.882172131,37.99,-121.33,1.759
2.8421,25,3.747292419,1.057761733,1060,1.913357401,32.81,-117.26,2.278
1.3286,17,5.272965879,1.230971129,820,2.152230971,33.9,-116.81,0.818
1.4853,45,5.285714286,1.2,167,2.385714286,37.8,-121.21,1.018
3.2447,52,3.526785714,1.049107143,714,1.59375,37.8,-122.44,5.00001
3.2279,43,5.662790698,1.100775194,800,3.100775194,37.37,-121.83,1.824
3.8732,21,3.668500688,1.097661623,1433,1.971114168,37.38,-122.03,2.524
2.7515,33,4.235772358,1.130081301,1785,1.81402439,32.74,-117.28,2.477
2.8237,34,5.203821656,1.01910828,1906,3.035031847,38.12,-121.28,1.107
2.4574,17,4.724271845,1.025242718,2371,2.301941748,38.66,-121.37,1.033
4.0962,20,4.034090909,1.068181818,363,2.0625,37.29,-121.94,2.141
6.8322,25,6.578212291,1.06424581,823,2.298882682,32.92,-117.29,5.00001
2.375,20,5.818639798,1.312342569,1745,2.197732997,39.17,-123.73,1.588
1.7641,38,2.423212192,1.071512309,2717,3.185228605,34.1,-118.3,2.5
2.9344,36,3.986717268,1.079696395,1756,3.332068311,34.03,-118.38,2.221
7.2543,52,6.676375405,1.035598706,774,2.504854369,37.44,-122.15,5.00001
3.125,22,4.71454219,1.132854578,1678,3.012567325,34.08,-117.62,1.118
3.0771,28,4.727969349,0.969348659,1353,2.591954023,32.62,-117.08,1.586
2.7432,35,5.204408818,1.046092184,1231,2.466933868,38.62,-122.86,1.74
4.875,33,5.630597015,1.130597015,748,2.791044776,37.44,-122.12,3.734
3.6161,11,5.640449438,1.033707865,1248,2.804494382,36.72,-119.57,0.995
3.176,14,5.949671772,1.098468271,1497,3.27571116,35.59,-119.35,0.718
2.7986,29,4.409090909,1.141414141,649,3.277777778,34.06,-117.69,1.144
4.4375,10,6.041420118,0.980276134,1168,2.303747535,39.13,-121.05,1.851
1.681,31,3.919708029,1.107055961,786,1.912408759,37.94,-122.34,1.455
5.1586,29,5.357407407,1.005555556,1636,3.02962963,34.21,-118.42,2.374
10.0968,20,7.790697674,1.069767442,345,2.674418605,37.01,-122.02,5.00001
2.9615,19,5.381386861,1.208029197,1425,2.600364964,35.12,-120.65,1.781
2.3704,38,4.082352941,1.043137255,1592,3.121568627,33.85,-117.92,1.661
3.2024,43,4.911421911,1.023310023,876,2.041958042,33.84,-118.14,3.394
3.0521,29,5.987234043,1.127659574,556,2.365957447,38.54,-121.42,1.08
3.3438,50,5.102787456,1.024390244,1931,3.364111498,34.13,-118.2,1.736
4.6806,41,5.211805556,1.038194444,629,2.184027778,37.68,-121.77,2.094
4.7393,23,4.960328317,1.093023256,2321,3.175102599,33.84,-118.29,2.379
4.2656,13,5.793851718,0.982820976,3294,2.978300181,39.12,-121.64,1.107
3.95,40,5.517571885,0.987220447,932,2.977635783,34.02,-118.11,2.102
5.0508,32,7.575688073,1.100917431,1185,2.717889908,38.59,-121.36,2.257
4.9222,7,6.279615795,1.010138741,6657,3.552294557,38.25,-122,1.429
3.5644,32,4.124361158,1.143100511,1491,2.540034072,33.88,-118.31,2.423
1.7075,29,5.313664596,1.107142857,2775,4.309006211,32.71,-117.1,0.869
2.2208,52,4.565789474,1.09502924,1695,2.478070175,37.87,-122.3,1.448
1.8472,36,5.465240642,1.195187166,1021,2.729946524,35.42,-119.02,0.574
5.8461,34,6.323529412,0.995098039,664,3.254901961,33.81,-117.94,2.274
3.5917,22,5.410526316,1.021052632,821,2.880701754,39.21,-123.19,1.188
1.875,33,3.585106383,1.106382979,565,3.005319149,33.12,-117.08,1.143
1.825,37,3.777089783,1.00619195,1472,4.557275542,32.71,-117.13,0.815
3.5035,37,3.938697318,1.053639847,904,3.463601533,37.7,-122.46,2.386
2.9315,46,5.1352657,0.987922705,1292,3.120772947,33.98,-118.34,1.49
3.7043,12,6.387037037,1.107407407,1502,2.781481481,34.49,-117.89,1.508
2.5156,43,4.829351536,1.187713311,569,1.941979522,37.68,-122.09,1.909
2.3281,28,5.881773399,1.339901478,494,2.433497537,38.93,-119.98,0.858
5.3416,31,5.444759207,0.932011331,1030,2.917847025,33.85,-118.02,2.13
3.7969,40,5.949781659,1.159388646,1167,2.548034934,38.36,-122.54,2.028
4.8667,44,5.990610329,1.098591549,538,2.525821596,33.86,-118.14,2.183
3.915,34,5.301639344,1.127868852,938,3.075409836,34.2,-118.5,2.177
15.0001,43,5.6875,0.75,58,3.625,37.46,-121.87,5.00001
2.2188,38,3.574307305,1.035264484,1226,3.088161209,38.13,-121.26,0.688
1.7344,6,3.39835729,1.100616016,1201,2.466119097,33.89,-118.16,1.458
1.5982,20,6.124015748,1.226377953,1000,1.968503937,33.74,-116.88,1.4
2.2721,40,4.62890625,0.86328125,676,2.640625,36.32,-119.72,0.526
2.5833,25,3.467245462,1.08050513,3781,2.98421468,34.23,-118.45,1.837
3.1032,19,4.521537442,1,3784,2.507620941,32.81,-117.18,1.795
6.2154,47,5.953316953,1,1010,2.481572482,37.48,-122.24,3.627
4.9444,12,12.44736842,2.210526316,1179,2.068421053,33.79,-116.42,2.85
4.5,24,5.628230616,0.998011928,1462,2.906560636,38.28,-122.26,1.583
4.3419,22,5.688679245,1.096226415,2491,4.7,37.32,-121.84,1.763
5,42,5.224899598,1.124497992,539,2.164658635,33.61,-117.89,5.00001
4.0156,8,6.009009009,1.006756757,1713,3.858108108,38.04,-121.3,1.176
6.0289,23,7.289029536,1.010548523,1375,2.900843882,37.98,-122.27,2.186
1.6184,52,2.170395869,1.060240964,2309,3.974182444,34.06,-118.28,2.25
1.5223,33,4.722222222,1.026819923,2030,3.888888889,36.54,-119.38,0.518
1.5064,42,4.385861561,1.022091311,1879,2.76730486,39.72,-121.82,0.663
1.3654,47,5.6,1.289473684,603,3.173684211,39.51,-121.56,0.579
5.0804,22,5.596923077,1.106153846,1329,2.044615385,37.38,-122.11,5.00001
3.5592,36,4.284431138,1.05988024,1367,4.092814371,34.04,-117.94,1.602
3.2614,27,5.947103275,1.130982368,1782,4.488664987,36.99,-121.54,3.05
2.5536,25,4.510791367,1.038369305,1337,3.206235012,34.06,-117.69,1.44
